sseqid,canonical_id,display_name,gbk_type,category,function_class,cassette_role,tier,verification_status,length_bp,organism_context
SPLICIFY_NONCDS_UNKNOWN_PJET1_2_CL_UNKNOWN_393,UNKNOWN_PJET1_2__CL_UNKNOWN_393,Pjet1.2,misc_feature,UNKNOWN,Pjet1.2,unknown,silver,unverified,2976,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PL2_CL_UNKNOWN_433,UNKNOWN_PL2__CL_UNKNOWN_433,Pl2,misc_feature,UNKNOWN,Pl2,unknown,silver,unverified,7554,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PL2_CL_UNKNOWN_434,UNKNOWN_PL2__CL_UNKNOWN_434,Pl2,misc_feature,UNKNOWN,Pl2,unknown,silver,unverified,7554,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PMIP1_CL_UNKNOWN_224,UNKNOWN_PMIP1__CL_UNKNOWN_224,Pmip1,misc_feature,UNKNOWN,Pmip1,unknown,silver,unverified,1302,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PMMB66EH_CL_UNKNOWN_718,UNKNOWN_PMMB66EH__CL_UNKNOWN_718,Pmmb66Eh,misc_feature,UNKNOWN,Pmmb66Eh,unknown,silver,unverified,5693,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PMUTIN_CL_UNKNOWN_234,UNKNOWN_PMUTIN__CL_UNKNOWN_234,Pmutin,misc_feature,UNKNOWN,Pmutin,unknown,silver,unverified,1665,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_POLYLINKER_CL_UNKNOWN_521,UNKNOWN_POLYLINKER__CL_UNKNOWN_521,Polylinker,misc_feature,UNKNOWN,Polylinker,unknown,silver,unverified,4237,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_POLYLINKER_CL_UNKNOWN_608,UNKNOWN_POLYLINKER__CL_UNKNOWN_608,Polylinker,misc_feature,UNKNOWN,Polylinker,unknown,silver,unverified,128,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_POLYLINKER_CL_UNKNOWN_609,UNKNOWN_POLYLINKER__CL_UNKNOWN_609,Polylinker,misc_feature,UNKNOWN,Polylinker,unknown,silver,unverified,108,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_POLYLINKER_CL_UNKNOWN_719,UNKNOWN_POLYLINKER__CL_UNKNOWN_719,Polylinker,misc_feature,UNKNOWN,Polylinker,unknown,silver,unverified,160,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_POMBE_CL_UNKNOWN_440,UNKNOWN_POMBE__CL_UNKNOWN_440,Pombe,misc_feature,UNKNOWN,Pombe,unknown,silver,unverified,157,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_POMPA_CL_UNKNOWN_445,UNKNOWN_POMPA__CL_UNKNOWN_445,Pompa,misc_feature,UNKNOWN,Pompa,unknown,silver,unverified,217,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PRO1614_CL_UNKNOWN_333,UNKNOWN_PRO1614__CL_UNKNOWN_333,Pro1614,misc_feature,UNKNOWN,Pro1614,unknown,silver,unverified,1277,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PROMOTER_CL_UNKNOWN_018,UNKNOWN_PROMOTER__CL_UNKNOWN_018,Promoter,misc_feature,UNKNOWN,Promoter,unknown,silver,unverified,527,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PROMOTER_CL_UNKNOWN_189,UNKNOWN_PROMOTER__CL_UNKNOWN_189,Promoter,misc_feature,UNKNOWN,Promoter,unknown,silver,unverified,1180,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PROMOTER_CL_UNKNOWN_190,UNKNOWN_PROMOTER__CL_UNKNOWN_190,Promoter,misc_feature,UNKNOWN,Promoter,unknown,silver,unverified,987,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PROMOTER_CL_UNKNOWN_192,UNKNOWN_PROMOTER__CL_UNKNOWN_192,Promoter,misc_feature,UNKNOWN,Promoter,unknown,silver,unverified,498,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PROMOTER_CL_UNKNOWN_340,UNKNOWN_PROMOTER__CL_UNKNOWN_340,Promoter,misc_feature,UNKNOWN,Promoter,unknown,silver,unverified,277,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PROTEIN_CL_UNKNOWN_087,UNKNOWN_PROTEIN__CL_UNKNOWN_087,Protein,misc_feature,UNKNOWN,Protein,unknown,silver,unverified,150,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PROTEIN_CL_UNKNOWN_088,UNKNOWN_PROTEIN__CL_UNKNOWN_088,Protein,misc_feature,UNKNOWN,Protein,unknown,silver,unverified,144,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PSA_CL_UNKNOWN_303,UNKNOWN_PSA__CL_UNKNOWN_303,Psa,misc_feature,UNKNOWN,Psa,unknown,silver,unverified,521,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PSD95_FINGR_CL_UNKNOWN_123,UNKNOWN_PSD95_FINGR__CL_UNKNOWN_123,Psd95.Fingr,misc_feature,UNKNOWN,Psd95.Fingr,unknown,silver,unverified,294,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PSR1_CL_UNKNOWN_659,UNKNOWN_PSR1__CL_UNKNOWN_659,Psr1,misc_feature,UNKNOWN,Psr1,unknown,silver,unverified,994,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PTAL3_CL_UNKNOWN_467,UNKNOWN_PTAL3__CL_UNKNOWN_467,Ptal3,misc_feature,UNKNOWN,Ptal3,unknown,silver,unverified,411,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PTAL3_CL_UNKNOWN_468,UNKNOWN_PTAL3__CL_UNKNOWN_468,Ptal3,misc_feature,UNKNOWN,Ptal3,unknown,silver,unverified,145,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PTRP_CL_UNKNOWN_229,UNKNOWN_PTRP__CL_UNKNOWN_229,Ptrp,misc_feature,UNKNOWN,Ptrp,unknown,silver,unverified,122,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PTT_CL_UNKNOWN_263,UNKNOWN_PTT__CL_UNKNOWN_263,Ptt,misc_feature,UNKNOWN,Ptt,unknown,silver,unverified,1234,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PUC_CL_UNKNOWN_713,UNKNOWN_PUC__CL_UNKNOWN_713,Puc,misc_feature,UNKNOWN,Puc,unknown,silver,unverified,2501,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PUC_CL_UNKNOWN_716,UNKNOWN_PUC__CL_UNKNOWN_716,Puc,misc_feature,UNKNOWN,Puc,unknown,silver,unverified,2501,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PUC_CL_UNKNOWN_717,UNKNOWN_PUC__CL_UNKNOWN_717,Puc,misc_feature,UNKNOWN,Puc,unknown,silver,unverified,183,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PUC119_CL_UNKNOWN_293,UNKNOWN_PUC119__CL_UNKNOWN_293,Puc119,misc_feature,UNKNOWN,Puc119,unknown,silver,unverified,686,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PUC18_CL_UNKNOWN_332,UNKNOWN_PUC18__CL_UNKNOWN_332,Puc18,misc_feature,UNKNOWN,Puc18,unknown,silver,unverified,186,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PUC18_CL_UNKNOWN_334,UNKNOWN_PUC18__CL_UNKNOWN_334,Puc18,misc_feature,UNKNOWN,Puc18,unknown,silver,unverified,2435,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PUC18_CL_UNKNOWN_693,UNKNOWN_PUC18__CL_UNKNOWN_693,Puc18,misc_feature,UNKNOWN,Puc18,unknown,silver,unverified,2236,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PUC19_CL_UNKNOWN_011,UNKNOWN_PUC19__CL_UNKNOWN_011,Puc19,misc_feature,UNKNOWN,Puc19,unknown,silver,unverified,411,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PUC19_CL_UNKNOWN_040,UNKNOWN_PUC19__CL_UNKNOWN_040,Puc19,misc_feature,UNKNOWN,Puc19,unknown,silver,unverified,1334,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PUC19_CL_UNKNOWN_052,UNKNOWN_PUC19__CL_UNKNOWN_052,Puc19,misc_feature,UNKNOWN,Puc19,unknown,silver,unverified,1335,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PUC19_CL_UNKNOWN_095,UNKNOWN_PUC19__CL_UNKNOWN_095,Puc19,misc_feature,UNKNOWN,Puc19,unknown,silver,unverified,667,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PUC19_CL_UNKNOWN_096,UNKNOWN_PUC19__CL_UNKNOWN_096,Puc19,misc_feature,UNKNOWN,Puc19,unknown,silver,unverified,2001,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PUC19_CL_UNKNOWN_292,UNKNOWN_PUC19__CL_UNKNOWN_292,Puc19,misc_feature,UNKNOWN,Puc19,unknown,silver,unverified,229,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PUC19_LIKE_CL_UNKNOWN_070,UNKNOWN_PUC19_LIKE__CL_UNKNOWN_070,Puc19-Like,misc_feature,UNKNOWN,Puc19-Like,unknown,silver,unverified,114,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PUROMYOCIN_CL_UNKNOWN_276,UNKNOWN_PUROMYOCIN__CL_UNKNOWN_276,Puromyocin,misc_feature,UNKNOWN,Puromyocin,unknown,silver,unverified,600,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PVS1_CL_UNKNOWN_337,UNKNOWN_PVS1__CL_UNKNOWN_337,Pvs1,misc_feature,UNKNOWN,Pvs1,unknown,silver,unverified,1001,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PXEN_CL_UNKNOWN_444,UNKNOWN_PXEN__CL_UNKNOWN_444,Pxen,misc_feature,UNKNOWN,Pxen,unknown,silver,unverified,473,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PYRE_CL_UNKNOWN_460,UNKNOWN_PYRE__CL_UNKNOWN_460,Pyre,misc_feature,UNKNOWN,Pyre,unknown,silver,unverified,538,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PYRFE_CL_UNKNOWN_487,UNKNOWN_PYRFE__CL_UNKNOWN_487,Pyrfe,misc_feature,UNKNOWN,Pyrfe,unknown,silver,unverified,3365,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PYRIMETHAMINE_RES_6310fd02,UNKNOWN_PYRIMETHAMINE_RESISTANT__CL_UNKNOWN_170,Pyrimethamine-Resistant,misc_feature,UNKNOWN,Pyrimethamine-Resistant,unknown,silver,unverified,1827,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_PZERO_2_DERIVED_C_f3e1c098,UNKNOWN_PZERO_2_DERIVED__CL_UNKNOWN_448,Pzero-2-Derived,misc_feature,UNKNOWN,Pzero-2-Derived,unknown,silver,unverified,1047,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_P_ELEMENT_CL_UNKNOWN_631,UNKNOWN_P_ELEMENT__CL_UNKNOWN_631,P-Element,misc_feature,UNKNOWN,P-Element,unknown,silver,unverified,593,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_RABBIT_CL_UNKNOWN_676,UNKNOWN_RABBIT__CL_UNKNOWN_676,Rabbit,misc_feature,UNKNOWN,Rabbit,unknown,silver,unverified,527,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_RECOMBINATION_CL__7dcf2431,UNKNOWN_RECOMBINATION__CL_UNKNOWN_558,Recombination,misc_feature,UNKNOWN,Recombination,unknown,silver,unverified,136,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_RECOMBINATION_CL__fbacb381,UNKNOWN_RECOMBINATION__CL_UNKNOWN_559,Recombination,misc_feature,UNKNOWN,Recombination,unknown,silver,unverified,206,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_REGION_CL_UNKNOWN_037,UNKNOWN_REGION__CL_UNKNOWN_037,Region,misc_feature,UNKNOWN,Region,unknown,silver,unverified,600,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_REGION_CL_UNKNOWN_115,UNKNOWN_REGION__CL_UNKNOWN_115,Region,misc_feature,UNKNOWN,Region,unknown,silver,unverified,228,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_REGION_CL_UNKNOWN_149,UNKNOWN_REGION__CL_UNKNOWN_149,Region,misc_feature,UNKNOWN,Region,unknown,silver,unverified,837,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_REGION_CL_UNKNOWN_200,UNKNOWN_REGION__CL_UNKNOWN_200,Region,misc_feature,UNKNOWN,Region,unknown,silver,unverified,1959,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_REGION_CL_UNKNOWN_201,UNKNOWN_REGION__CL_UNKNOWN_201,Region,misc_feature,UNKNOWN,Region,unknown,silver,unverified,966,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_REGION_CL_UNKNOWN_202,UNKNOWN_REGION__CL_UNKNOWN_202,Region,misc_feature,UNKNOWN,Region,unknown,silver,unverified,1142,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_REGION_CL_UNKNOWN_218,UNKNOWN_REGION__CL_UNKNOWN_218,Region,misc_feature,UNKNOWN,Region,unknown,silver,unverified,1166,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_REGION_CL_UNKNOWN_257,UNKNOWN_REGION__CL_UNKNOWN_257,Region,misc_feature,UNKNOWN,Region,unknown,silver,unverified,252,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_REGION_CL_UNKNOWN_509,UNKNOWN_REGION__CL_UNKNOWN_509,Region,misc_feature,UNKNOWN,Region,unknown,silver,unverified,720,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_REGION_CL_UNKNOWN_527,UNKNOWN_REGION__CL_UNKNOWN_527,Region,misc_feature,UNKNOWN,Region,unknown,silver,unverified,192,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_REGION_CL_UNKNOWN_553,UNKNOWN_REGION__CL_UNKNOWN_553,Region,misc_feature,UNKNOWN,Region,unknown,silver,unverified,1823,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_REGION_CL_UNKNOWN_554,UNKNOWN_REGION__CL_UNKNOWN_554,Region,misc_feature,UNKNOWN,Region,unknown,silver,unverified,6734,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_REGION_CL_UNKNOWN_555,UNKNOWN_REGION__CL_UNKNOWN_555,Region,misc_feature,UNKNOWN,Region,unknown,silver,unverified,889,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_REGION_CL_UNKNOWN_556,UNKNOWN_REGION__CL_UNKNOWN_556,Region,misc_feature,UNKNOWN,Region,unknown,silver,unverified,5822,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_REGION_CL_UNKNOWN_557,UNKNOWN_REGION__CL_UNKNOWN_557,Region,misc_feature,UNKNOWN,Region,unknown,silver,unverified,1699,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_REGION_CL_UNKNOWN_572,UNKNOWN_REGION__CL_UNKNOWN_572,Region,misc_feature,UNKNOWN,Region,unknown,silver,unverified,825,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_REGION_CL_UNKNOWN_613,UNKNOWN_REGION__CL_UNKNOWN_613,Region,misc_feature,UNKNOWN,Region,unknown,silver,unverified,1839,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_REGION_CL_UNKNOWN_697,UNKNOWN_REGION__CL_UNKNOWN_697,Region,misc_feature,UNKNOWN,Region,unknown,silver,unverified,372,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_REGION_CL_UNKNOWN_698,UNKNOWN_REGION__CL_UNKNOWN_698,Region,misc_feature,UNKNOWN,Region,unknown,silver,unverified,415,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_REP_CL_UNKNOWN_213,UNKNOWN_REP__CL_UNKNOWN_213,Rep,misc_feature,UNKNOWN,Rep,unknown,silver,unverified,679,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_REPB_CL_UNKNOWN_248,UNKNOWN_REPB__CL_UNKNOWN_248,Repb,misc_feature,UNKNOWN,Repb,unknown,silver,unverified,104,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_REPU_CL_UNKNOWN_247,UNKNOWN_REPU__CL_UNKNOWN_247,Repu,misc_feature,UNKNOWN,Repu,unknown,silver,unverified,349,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_RES_CL_UNKNOWN_550,UNKNOWN_RES__CL_UNKNOWN_550,Res,misc_feature,UNKNOWN,Res,unknown,silver,unverified,121,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_RESPONSE_CL_UNKNOWN_132,UNKNOWN_RESPONSE__CL_UNKNOWN_132,Response,misc_feature,UNKNOWN,Response,unknown,silver,unverified,357,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_RGNB_CL_UNKNOWN_492,UNKNOWN_RGNB__CL_UNKNOWN_492,Rgnb,misc_feature,UNKNOWN,Rgnb,unknown,silver,unverified,260,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_RHAS_SHUFFLED_CL__d25d037c,UNKNOWN_RHAS_SHUFFLED__CL_UNKNOWN_169,Rhas-Shuffled,misc_feature,UNKNOWN,Rhas-Shuffled,unknown,silver,unverified,744,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_RIBOJ_CL_UNKNOWN_030,UNKNOWN_RIBOJ__CL_UNKNOWN_030,Riboj,misc_feature,UNKNOWN,Riboj,unknown,silver,unverified,107,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_RIGHT_CL_UNKNOWN_158,UNKNOWN_RIGHT__CL_UNKNOWN_158,Right,misc_feature,UNKNOWN,Right,unknown,silver,unverified,162,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_RIGHT_CL_UNKNOWN_321,UNKNOWN_RIGHT__CL_UNKNOWN_321,Right,misc_feature,UNKNOWN,Right,unknown,silver,unverified,4236,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_RIGHT_CL_UNKNOWN_477,UNKNOWN_RIGHT__CL_UNKNOWN_477,Right,misc_feature,UNKNOWN,Right,unknown,silver,unverified,977,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_RIGHT_CL_UNKNOWN_496,UNKNOWN_RIGHT__CL_UNKNOWN_496,Right,misc_feature,UNKNOWN,Right,unknown,silver,unverified,622,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_RK2_CL_UNKNOWN_072,UNKNOWN_RK2__CL_UNKNOWN_072,Rk2,misc_feature,UNKNOWN,Rk2,unknown,silver,unverified,780,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_RNAI_CL_UNKNOWN_228,UNKNOWN_RNAI__CL_UNKNOWN_228,Rnai,misc_feature,UNKNOWN,Rnai,unknown,silver,unverified,105,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_RNAII_CL_UNKNOWN_227,UNKNOWN_RNAII__CL_UNKNOWN_227,Rnaii,misc_feature,UNKNOWN,Rnaii,unknown,silver,unverified,509,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_ROP_CL_UNKNOWN_029,UNKNOWN_ROP__CL_UNKNOWN_029,Rop,misc_feature,UNKNOWN,Rop,unknown,silver,unverified,189,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_ROSA_CL_UNKNOWN_055,UNKNOWN_ROSA__CL_UNKNOWN_055,Rosa,misc_feature,UNKNOWN,Rosa,unknown,silver,unverified,1566,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_ROSA_CL_UNKNOWN_056,UNKNOWN_ROSA__CL_UNKNOWN_056,Rosa,misc_feature,UNKNOWN,Rosa,unknown,silver,unverified,1058,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_ROSA_CL_UNKNOWN_057,UNKNOWN_ROSA__CL_UNKNOWN_057,Rosa,misc_feature,UNKNOWN,Rosa,unknown,silver,unverified,1077,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_ROUXII_CL_UNKNOWN_658,UNKNOWN_ROUXII__CL_UNKNOWN_658,Rouxii,misc_feature,UNKNOWN,Rouxii,unknown,silver,unverified,816,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_RP4_CL_UNKNOWN_067,UNKNOWN_RP4__CL_UNKNOWN_067,Rp4,misc_feature,UNKNOWN,Rp4,unknown,silver,unverified,1730,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_RP4_CL_UNKNOWN_143,UNKNOWN_RP4__CL_UNKNOWN_143,Rp4,misc_feature,UNKNOWN,Rp4,unknown,silver,unverified,786,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_RS2_CL_UNKNOWN_204,UNKNOWN_RS2__CL_UNKNOWN_204,Rs2,misc_feature,UNKNOWN,Rs2,unknown,silver,unverified,119,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_RSBP_CL_UNKNOWN_230,UNKNOWN_RSBP__CL_UNKNOWN_230,Rsbp,misc_feature,UNKNOWN,Rsbp,unknown,silver,unverified,180,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_RSF_CL_UNKNOWN_304,UNKNOWN_RSF__CL_UNKNOWN_304,Rsf,misc_feature,UNKNOWN,Rsf,unknown,silver,unverified,1056,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_RTA_CL_UNKNOWN_280,UNKNOWN_RTA__CL_UNKNOWN_280,Rta,misc_feature,UNKNOWN,Rta,unknown,silver,unverified,570,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_SACB_CL_UNKNOWN_043,UNKNOWN_SACB__CL_UNKNOWN_043,Sacb,misc_feature,UNKNOWN,Sacb,unknown,silver,unverified,1904,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_SACB_CL_UNKNOWN_685,UNKNOWN_SACB__CL_UNKNOWN_685,Sacb,misc_feature,UNKNOWN,Sacb,unknown,silver,unverified,1916,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_SACCHAROMYCES_CL__31a5eecb,UNKNOWN_SACCHAROMYCES__CL_UNKNOWN_449,Saccharomyces,misc_feature,UNKNOWN,Saccharomyces,unknown,silver,unverified,2922,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_SACCHAROMYCES_CL__8c7a2636,UNKNOWN_SACCHAROMYCES__CL_UNKNOWN_654,Saccharomyces,misc_feature,UNKNOWN,Saccharomyces,unknown,silver,unverified,4057,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_SACCHAROMYCES_CL__803ce4be,UNKNOWN_SACCHAROMYCES__CL_UNKNOWN_656,Saccharomyces,misc_feature,UNKNOWN,Saccharomyces,unknown,silver,unverified,2872,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_SACCHAROMYCES_CL__318c11ce,UNKNOWN_SACCHAROMYCES__CL_UNKNOWN_657,Saccharomyces,misc_feature,UNKNOWN,Saccharomyces,unknown,silver,unverified,268,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_SACCHAROMYCES_CL__b450734c,UNKNOWN_SACCHAROMYCES__CL_UNKNOWN_691,Saccharomyces,misc_feature,UNKNOWN,Saccharomyces,unknown,silver,unverified,117,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_SACR_CL_UNKNOWN_507,UNKNOWN_SACR__CL_UNKNOWN_507,Sacr,misc_feature,UNKNOWN,Sacr,unknown,silver,unverified,383,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_SARS_COV_2_CL_UNKNOWN_023,UNKNOWN_SARS_COV_2__CL_UNKNOWN_023,Sars-Cov-2,misc_feature,UNKNOWN,Sars-Cov-2,unknown,silver,unverified,228,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_SBP_TAG_CL_UNKNOWN_478,UNKNOWN_SBP_TAG__CL_UNKNOWN_478,Sbp-Tag,misc_feature,UNKNOWN,Sbp-Tag,unknown,silver,unverified,114,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_SCIURI_CL_UNKNOWN_246,UNKNOWN_SCIURI__CL_UNKNOWN_246,Sciuri,misc_feature,UNKNOWN,Sciuri,unknown,silver,unverified,990,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_SEQUENCE_CL_UNKNOWN_098,UNKNOWN_SEQUENCE__CL_UNKNOWN_098,Sequence,misc_feature,UNKNOWN,Sequence,unknown,silver,unverified,309,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_SEQUENCE_CL_UNKNOWN_099,UNKNOWN_SEQUENCE__CL_UNKNOWN_099,Sequence,misc_feature,UNKNOWN,Sequence,unknown,silver,unverified,293,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_SEQUENCE_CL_UNKNOWN_392,UNKNOWN_SEQUENCE__CL_UNKNOWN_392,Sequence,misc_feature,UNKNOWN,Sequence,unknown,silver,unverified,102,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_SHC_PTB_CL_UNKNOWN_179,UNKNOWN_SHC_PTB__CL_UNKNOWN_179,Shc-Ptb,misc_feature,UNKNOWN,Shc-Ptb,unknown,silver,unverified,558,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_SHO1_CL_UNKNOWN_274,UNKNOWN_SHO1__CL_UNKNOWN_274,Sho1,misc_feature,UNKNOWN,Sho1,unknown,silver,unverified,720,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_SIL6L_CL_UNKNOWN_471,UNKNOWN_SIL6L__CL_UNKNOWN_471,Sil6L,misc_feature,UNKNOWN,Sil6L,unknown,silver,unverified,490,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_SIL6R_CL_UNKNOWN_472,UNKNOWN_SIL6R__CL_UNKNOWN_472,Sil6R,misc_feature,UNKNOWN,Sil6R,unknown,silver,unverified,474,u|n|k|n|o|w|n
SPLICIFY_NONCDS_UNKNOWN_SIMILAR_CL_UNKNOWN_021,UNKNOWN_SIMILAR__CL_UNKNOWN_021,Similar,misc_feature,UNKNOWN,Similar,unknown,silver,unverified,381,u|n|k|n|o|w|n
